problem,search,heuristic,result
airport03,f4,hdiff,28
airport04,f4,hdiff,20
airport05,f4,hdiff,23
airport06,f4,hdiff,43
airport07,f4,hdiff,43
blocks01,f4,hdiff,30
blocks02,f4,hdiff,46
blocks03,f4,hdiff,24
blocks04,f4,hdiff,104
blocks05,f4,hdiff,290
blocks06,f4,hdiff,52
blocks07,f4,hdiff,24
blocks08,f4,hdiff,446
blocks09,f4,hdiff,230
depot01,f4,hdiff,257
depot02,f4,hdiff,616
gripper01,f4,hdiff,15
gripper02,f4,hdiff,23
gripper03,f4,hdiff,31
gripper04,f4,hdiff,39
logistics01,f4,hdiff,1601
logistics02,f4,hdiff,948
logistics03,f4,hdiff,1563
logistics04,f4,hdiff,4056
logistics05,f4,hdiff,266
logistics06,f4,hdiff,98
logistics08,f4,hdiff,218
miconic01,f4,hdiff,4
miconic02,f4,hdiff,11
miconic03,f4,hdiff,16
miconic04,f4,hdiff,52
miconic05,f4,hdiff,183
miconic06,f4,hdiff,237
movie01,f4,hdiff,7
movie02,f4,hdiff,7
movie03,f4,hdiff,7
movie04,f4,hdiff,7
movie05,f4,hdiff,7
movie06,f4,hdiff,7
movie07,f4,hdiff,7
movie08,f4,hdiff,7
movie09,f4,hdiff,7
newspapers01,f4,hdiff,13
newspapers02,f4,hdiff,12
newspapers03,f4,hdiff,20
openstacks01,f4,hdiff,20
parcprinter01,f4,hdiff,8
parcprinter02,f4,hdiff,15
parcprinter03,f4,hdiff,22
parcprinter04,f4,hdiff,29
pegsol01,f4,hdiff,5
pegsol02,f4,hdiff,9
pegsol03,f4,hdiff,9
pegsol04,f4,hdiff,11
pegsol05,f4,hdiff,12
pegsol06,f4,hdiff,15
pegsol07,f4,hdiff,12
pegsol08,f4,hdiff,19
pegsol09,f4,hdiff,16
psr-small01,f4,hdiff,10
psr-small02,f4,hdiff,31
psr-small03,f4,hdiff,15
psr-small04,f4,hdiff,10
psr-small05,f4,hdiff,13
psr-small06,f4,hdiff,24
psr-small07,f4,hdiff,25
psr-small08,f4,hdiff,8
psr-small09,f4,hdiff,12
rovers01,f4,hdiff,133
rovers02,f4,hdiff,34
rovers03,f4,hdiff,386
rovers04,f4,hdiff,522
satellite01,f4,hdiff,20
satellite02,f4,hdiff,31
satellite03,f4,hdiff,688
scanalyzer01,f4,hdiff,18
sokoban01,f4,hdiff,63
sokoban02,f4,hdiff,59
sokoban03,f4,hdiff,53
tpp01,f4,hdiff,5
tpp02,f4,hdiff,10
tpp03,f4,hdiff,15
tpp04,f4,hdiff,20
tpp05,f4,hdiff,107
transport01,f4,hdiff,17
transport02,f4,hdiff,190
travel02,f4,hdiff,10
travel03,f4,hdiff,9
travel04,f4,hdiff,7
travel05,f4,hdiff,12
travel06,f4,hdiff,4
travel07,f4,hdiff,9
travel08,f4,hdiff,4
woodworking01,f4,hdiff,65
woodworking02,f4,hdiff,11
airport01,f4,hlength,8
airport02,f4,hlength,9
airport03,f4,hlength,28
airport04,f4,hlength,20
airport05,f4,hlength,23
airport06,f4,hlength,43
airport07,f4,hlength,43
blocks01,f4,hlength,12
blocks02,f4,hlength,24
blocks03,f4,hlength,24
blocks04,f4,hlength,68
blocks05,f4,hlength,194
blocks06,f4,hlength,348
blocks07,f4,hlength,588
blocks08,f4,hlength,934
blocks09,f4,hlength,2640
depot01,f4,hlength,119
gripper01,f4,hlength,189
gripper02,f4,hlength,1225
miconic01,f4,hlength,4
miconic02,f4,hlength,14
miconic03,f4,hlength,50
miconic04,f4,hlength,110
miconic05,f4,hlength,218
miconic06,f4,hlength,482
movie01,f4,hlength,10
movie02,f4,hlength,10
movie03,f4,hlength,8
movie04,f4,hlength,10
movie05,f4,hlength,8
movie06,f4,hlength,10
movie07,f4,hlength,10
movie08,f4,hlength,10
movie09,f4,hlength,10
newspapers01,f4,hlength,13
newspapers02,f4,hlength,12
newspapers03,f4,hlength,20
openstacks01,f4,hlength,20
parcprinter01,f4,hlength,8
parcprinter02,f4,hlength,18
parcprinter03,f4,hlength,22
pegsol01,f4,hlength,5
pegsol02,f4,hlength,9
pegsol03,f4,hlength,9
pegsol04,f4,hlength,12
pegsol05,f4,hlength,11
pegsol06,f4,hlength,16
pegsol07,f4,hlength,12
pegsol08,f4,hlength,18
pegsol09,f4,hlength,17
psr-small01,f4,hlength,10
psr-small02,f4,hlength,108
psr-small03,f4,hlength,14
psr-small04,f4,hlength,12
psr-small05,f4,hlength,13
psr-small06,f4,hlength,24
psr-small07,f4,hlength,90
psr-small08,f4,hlength,61
psr-small09,f4,hlength,60
rovers01,f4,hlength,124
rovers02,f4,hlength,40
rovers03,f4,hlength,772
rovers04,f4,hlength,961
satellite01,f4,hlength,47
satellite02,f4,hlength,1315
scanalyzer01,f4,hlength,4148
sokoban01,f4,hlength,63
sokoban02,f4,hlength,55
sokoban03,f4,hlength,53
tpp01,f4,hlength,5
tpp02,f4,hlength,10
tpp03,f4,hlength,15
tpp04,f4,hlength,20
tpp05,f4,hlength,133
transport01,f4,hlength,167
travel02,f4,hlength,12
travel03,f4,hlength,15
travel04,f4,hlength,19
travel05,f4,hlength,13
travel06,f4,hlength,4
travel07,f4,hlength,10
travel08,f4,hlength,34
woodworking01,f4,hlength,523
airport01,f4,hi,8
airport02,f4,hi,9
airport03,f4,hi,17
airport04,f4,hi,20
airport05,f4,hi,23
airport06,f4,hi,43
airport07,f4,hi,43
airport08,f4,hi,66
blocks01,f4,hi,8
blocks02,f4,hi,40
blocks03,f4,hi,6
blocks04,f4,hi,270
blocks05,f4,hi,112
blocks06,f4,hi,258
blocks07,f4,hi,2734
blocks08,f4,hi,1606
blocks09,f4,hi,2578
depot01,f4,hi,223
gripper01,f4,hi,41
gripper02,f4,hi,317
logistics02,f4,hi,6914
miconic01,f4,hi,4
miconic02,f4,hi,18
miconic03,f4,hi,60
miconic04,f4,hi,133
miconic05,f4,hi,250
miconic06,f4,hi,421
movie01,f4,hi,10
movie02,f4,hi,10
movie03,f4,hi,8
movie04,f4,hi,10
movie05,f4,hi,8
movie06,f4,hi,10
movie07,f4,hi,10
movie08,f4,hi,10
movie09,f4,hi,10
newspapers01,f4,hi,9
newspapers02,f4,hi,15
newspapers03,f4,hi,22
openstacks01,f4,hi,20
parcprinter01,f4,hi,8
parcprinter02,f4,hi,15
parcprinter03,f4,hi,22
pegsol01,f4,hi,7
pegsol02,f4,hi,9
pegsol03,f4,hi,11
pegsol04,f4,hi,13
pegsol05,f4,hi,14
pegsol06,f4,hi,17
pegsol07,f4,hi,18
pegsol08,f4,hi,21
pegsol09,f4,hi,19
psr-small01,f4,hi,8
psr-small02,f4,hi,15
psr-small03,f4,hi,11
psr-small04,f4,hi,24
psr-small05,f4,hi,16
psr-small06,f4,hi,8
psr-small07,f4,hi,11
psr-small08,f4,hi,16
psr-small09,f4,hi,16
rovers01,f4,hi,59
rovers02,f4,hi,40
rovers03,f4,hi,220
rovers04,f4,hi,332
satellite01,f4,hi,116
satellite02,f4,hi,1193
scanalyzer01,f4,hi,22
sokoban01,f4,hi,71
sokoban02,f4,hi,59
sokoban03,f4,hi,53
tpp01,f4,hi,5
tpp02,f4,hi,10
tpp03,f4,hi,15
tpp04,f4,hi,20
tpp05,f4,hi,85
transport01,f4,hi,61
transport02,f4,hi,1789
travel02,f4,hi,10
travel03,f4,hi,13
travel04,f4,hi,25
travel05,f4,hi,16
travel06,f4,hi,4
travel08,f4,hi,34
woodworking01,f4,hi,741
airport01,f4,hg,8
airport02,f4,hg,9
airport03,f4,hg,28
airport04,f4,hg,20
airport05,f4,hg,23
airport06,f4,hg,43
airport07,f4,hg,43
airport08,f4,hg,66
blocks01,f4,hg,24
blocks02,f4,hg,38
blocks03,f4,hg,26
blocks04,f4,hg,68
blocks05,f4,hg,120
blocks06,f4,hg,240
blocks07,f4,hg,616
blocks08,f4,hg,178
blocks09,f4,hg,188
depot01,f4,hg,72
depot02,f4,hg,567
gripper01,f4,hg,11
gripper02,f4,hg,17
gripper03,f4,hg,23
gripper04,f4,hg,29
logistics01,f4,hg,1541
logistics02,f4,hg,948
logistics03,f4,hg,1563
logistics04,f4,hg,4252
logistics05,f4,hg,266
logistics06,f4,hg,98
logistics08,f4,hg,109
miconic01,f4,hg,4
miconic02,f4,hg,14
miconic03,f4,hg,49
miconic04,f4,hg,110
miconic05,f4,hg,218
miconic06,f4,hg,342
movie01,f4,hg,7
movie02,f4,hg,7
movie03,f4,hg,7
movie04,f4,hg,7
movie05,f4,hg,7
movie06,f4,hg,7
movie07,f4,hg,7
movie08,f4,hg,7
movie09,f4,hg,7
newspapers01,f4,hg,13
newspapers02,f4,hg,12
newspapers03,f4,hg,20
openstacks01,f4,hg,20
openstacks02,f4,hg,24
parcprinter01,f4,hg,8
parcprinter02,f4,hg,15
parcprinter03,f4,hg,22
parcprinter04,f4,hg,29
pegsol01,f4,hg,5
pegsol02,f4,hg,9
pegsol03,f4,hg,9
pegsol04,f4,hg,11
pegsol05,f4,hg,13
pegsol06,f4,hg,15
pegsol07,f4,hg,12
pegsol08,f4,hg,20
pegsol09,f4,hg,16
psr-small01,f4,hg,10
psr-small02,f4,hg,45
psr-small03,f4,hg,15
psr-small04,f4,hg,10
psr-small05,f4,hg,19
psr-small06,f4,hg,10
psr-small07,f4,hg,15
psr-small08,f4,hg,8
psr-small09,f4,hg,12
rovers01,f4,hg,72
rovers02,f4,hg,35
rovers03,f4,hg,511
rovers04,f4,hg,115
satellite01,f4,hg,20
satellite02,f4,hg,31
satellite03,f4,hg,688
scanalyzer01,f4,hg,8
sokoban01,f4,hg,63
sokoban02,f4,hg,59
sokoban03,f4,hg,53
tpp01,f4,hg,5
tpp02,f4,hg,10
tpp03,f4,hg,15
tpp04,f4,hg,20
tpp05,f4,hg,107
transport01,f4,hg,17
transport02,f4,hg,190
travel02,f4,hg,10
travel03,f4,hg,15
travel04,f4,hg,6
travel05,f4,hg,10
travel06,f4,hg,4
travel07,f4,hg,9
travel08,f4,hg,7
woodworking01,f4,hg,59
woodworking02,f4,hg,12
airport01,f4,hnba,8
airport02,f4,hnba,9
airport03,f4,hnba,50
airport04,f4,hnba,20
airport05,f4,hnba,21
airport06,f4,hnba,43
airport07,f4,hnba,43
blocks01,f4,hnba,30
blocks02,f4,hnba,52
blocks03,f4,hnba,36
blocks04,f4,hnba,206
blocks05,f4,hnba,250
blocks06,f4,hnba,154
blocks07,f4,hnba,148
blocks08,f4,hnba,904
blocks09,f4,hnba,2784
depot01,f4,hnba,177
gripper01,f4,hnba,109
gripper02,f4,hnba,793
logistics02,f4,hnba,10586
miconic01,f4,hnba,4
miconic02,f4,hnba,11
miconic03,f4,hnba,16
miconic04,f4,hnba,53
miconic05,f4,hnba,183
miconic06,f4,hnba,237
movie01,f4,hnba,7
movie02,f4,hnba,7
movie03,f4,hnba,7
movie04,f4,hnba,7
movie05,f4,hnba,7
movie06,f4,hnba,7
movie07,f4,hnba,7
movie08,f4,hnba,7
movie09,f4,hnba,7
newspapers01,f4,hnba,14
newspapers02,f4,hnba,14
newspapers03,f4,hnba,23
openstacks01,f4,hnba,20
parcprinter01,f4,hnba,8
parcprinter02,f4,hnba,15
parcprinter03,f4,hnba,22
pegsol01,f4,hnba,5
pegsol02,f4,hnba,9
pegsol03,f4,hnba,9
pegsol04,f4,hnba,12
pegsol05,f4,hnba,11
pegsol06,f4,hnba,16
pegsol07,f4,hnba,12
pegsol08,f4,hnba,18
pegsol09,f4,hnba,17
psr-small01,f4,hnba,10
psr-small02,f4,hnba,210
psr-small03,f4,hnba,26
psr-small04,f4,hnba,183
psr-small05,f4,hnba,178
psr-small06,f4,hnba,51
psr-small07,f4,hnba,177
psr-small08,f4,hnba,62
psr-small09,f4,hnba,60
rovers01,f4,hnba,105
rovers02,f4,hnba,49
rovers03,f4,hnba,583
rovers04,f4,hnba,861
satellite01,f4,hnba,47
satellite02,f4,hnba,1474
scanalyzer01,f4,hnba,382
sokoban01,f4,hnba,63
sokoban02,f4,hnba,59
sokoban03,f4,hnba,53
tpp01,f4,hnba,5
tpp02,f4,hnba,10
tpp03,f4,hnba,15
tpp04,f4,hnba,20
tpp05,f4,hnba,99
transport01,f4,hnba,167
travel02,f4,hnba,6
travel03,f4,hnba,9
travel04,f4,hnba,11
travel05,f4,hnba,17
travel06,f4,hnba,4
travel07,f4,hnba,11
travel08,f4,hnba,45
airport01,f5,hmax,8
airport02,f5,hmax,9
airport03,f5,hmax,17
airport04,f5,hmax,20
airport05,f5,hmax,21
airport06,f5,hmax,41
airport07,f5,hmax,41
airport08,f5,hmax,62
blocks01,f5,hmax,6
blocks02,f5,hmax,10
blocks03,f5,hmax,6
blocks04,f5,hmax,14
blocks05,f5,hmax,10
blocks06,f5,hmax,16
blocks07,f5,hmax,20
blocks08,f5,hmax,10
blocks09,f5,hmax,20
depot01,f5,hmax,14
depot02,f5,hmax,36
gripper01,f5,hmax,13
gripper02,f5,hmax,23
gripper03,f5,hmax,27
gripper04,f5,hmax,37
logistics01,f5,hmax,36
logistics02,f5,hmax,36
logistics03,f5,hmax,18
logistics04,f5,hmax,38
logistics05,f5,hmax,28
logistics06,f5,hmax,18
logistics08,f5,hmax,23
miconic01,f5,hmax,4
miconic02,f5,hmax,8
miconic03,f5,hmax,14
miconic04,f5,hmax,16
miconic05,f5,hmax,20
miconic06,f5,hmax,24
movie01,f5,hmax,9
movie02,f5,hmax,7
movie03,f5,hmax,8
movie04,f5,hmax,7
movie05,f5,hmax,7
movie06,f5,hmax,7
movie07,f5,hmax,8
movie08,f5,hmax,7
movie09,f5,hmax,7
newspapers01,f5,hmax,10
newspapers02,f5,hmax,10
newspapers03,f5,hmax,16
openstacks01,f5,hmax,20
openstacks02,f5,hmax,24
openstacks03,f5,hmax,28
parcprinter01,f5,hmax,8
parcprinter02,f5,hmax,15
parcprinter03,f5,hmax,22
parcprinter04,f5,hmax,29
pegsol01,f5,hmax,5
pegsol02,f5,hmax,9
pegsol03,f5,hmax,10
pegsol04,f5,hmax,13
pegsol05,f5,hmax,12
pegsol06,f5,hmax,15
pegsol07,f5,hmax,19
pegsol08,f5,hmax,21
pegsol09,f5,hmax,21
psr-small01,f5,hmax,9
psr-small02,f5,hmax,19
psr-small03,f5,hmax,12
psr-small04,f5,hmax,10
psr-small05,f5,hmax,16
psr-small06,f5,hmax,13
psr-small07,f5,hmax,23
psr-small08,f5,hmax,20
psr-small09,f5,hmax,9
rovers02,f5,hmax,10
rovers03,f5,hmax,30
rovers04,f5,hmax,8
satellite01,f5,hmax,12
satellite02,f5,hmax,25
satellite03,f5,hmax,58
scanalyzer01,f5,hmax,6
sokoban01,f5,hmax,49
sokoban02,f5,hmax,35
sokoban03,f5,hmax,51
sokoban06,f5,hmax,35
tpp01,f5,hmax,5
tpp02,f5,hmax,8
tpp03,f5,hmax,11
tpp04,f5,hmax,14
tpp05,f5,hmax,27
transport01,f5,hmax,6
transport02,f5,hmax,22
travel02,f5,hmax,4
travel03,f5,hmax,7
travel04,f5,hmax,10
travel05,f5,hmax,7
travel06,f5,hmax,4
travel08,f5,hmax,9
woodworking01,f5,hmax,12
woodworking02,f5,hmax,20
airport01,f5,hdiff,8
airport02,f5,hdiff,9
airport03,f5,hdiff,17
airport04,f5,hdiff,20
airport05,f5,hdiff,21
airport06,f5,hdiff,41
airport07,f5,hdiff,41
airport08,f5,hdiff,66
blocks01,f5,hdiff,10
blocks02,f5,hdiff,10
blocks03,f5,hdiff,6
blocks04,f5,hdiff,12
blocks05,f5,hdiff,28
blocks06,f5,hdiff,24
blocks07,f5,hdiff,40
blocks08,f5,hdiff,14
blocks09,f5,hdiff,38
depot01,f5,hdiff,16
depot02,f5,hdiff,20
gripper01,f5,hdiff,15
gripper02,f5,hdiff,21
gripper03,f5,hdiff,31
gripper04,f5,hdiff,35
logistics01,f5,hdiff,56
logistics02,f5,hdiff,74
logistics03,f5,hdiff,32
logistics04,f5,hdiff,68
logistics05,f5,hdiff,36
logistics06,f5,hdiff,14
logistics08,f5,hdiff,26
miconic01,f5,hdiff,4
miconic02,f5,hdiff,8
miconic03,f5,hdiff,14
miconic04,f5,hdiff,22
miconic05,f5,hdiff,24
miconic06,f5,hdiff,30
movie01,f5,hdiff,7
movie02,f5,hdiff,7
movie03,f5,hdiff,7
movie04,f5,hdiff,7
movie05,f5,hdiff,7
movie06,f5,hdiff,7
movie07,f5,hdiff,7
movie08,f5,hdiff,7
movie09,f5,hdiff,7
newspapers01,f5,hdiff,6
newspapers02,f5,hdiff,10
newspapers03,f5,hdiff,14
openstacks01,f5,hdiff,18
openstacks02,f5,hdiff,24
openstacks03,f5,hdiff,26
parcprinter01,f5,hdiff,11
parcprinter02,f5,hdiff,18
parcprinter03,f5,hdiff,22
parcprinter04,f5,hdiff,32
pegsol01,f5,hdiff,5
pegsol02,f5,hdiff,9
pegsol03,f5,hdiff,9
pegsol04,f5,hdiff,11
pegsol05,f5,hdiff,13
pegsol06,f5,hdiff,15
pegsol07,f5,hdiff,14
pegsol08,f5,hdiff,18
pegsol09,f5,hdiff,16
psr-small01,f5,hdiff,8
psr-small02,f5,hdiff,18
psr-small03,f5,hdiff,13
psr-small04,f5,hdiff,10
psr-small05,f5,hdiff,13
psr-small06,f5,hdiff,11
psr-small07,f5,hdiff,18
psr-small08,f5,hdiff,8
psr-small09,f5,hdiff,10
rovers01,f5,hdiff,30
rovers02,f5,hdiff,12
rovers03,f5,hdiff,36
rovers04,f5,hdiff,24
satellite01,f5,hdiff,10
satellite02,f5,hdiff,14
satellite03,f5,hdiff,14
scanalyzer01,f5,hdiff,6
sokoban01,f5,hdiff,53
sokoban02,f5,hdiff,41
sokoban03,f5,hdiff,51
sokoban05,f5,hdiff,27
tpp01,f5,hdiff,5
tpp02,f5,hdiff,10
tpp03,f5,hdiff,15
tpp04,f5,hdiff,20
tpp05,f5,hdiff,39
transport01,f5,hdiff,10
transport02,f5,hdiff,22
travel02,f5,hdiff,6
travel03,f5,hdiff,7
travel04,f5,hdiff,6
travel05,f5,hdiff,8
travel06,f5,hdiff,4
travel07,f5,hdiff,9
travel08,f5,hdiff,4
woodworking01,f5,hdiff,13
woodworking02,f5,hdiff,12
airport01,f5,hlength,8
airport02,f5,hlength,9
airport03,f5,hlength,17
airport04,f5,hlength,20
airport05,f5,hlength,21
airport06,f5,hlength,41
airport07,f5,hlength,41
airport08,f5,hlength,64
blocks01,f5,hlength,8
blocks02,f5,hlength,20
blocks03,f5,hlength,18
blocks04,f5,hlength,28
blocks05,f5,hlength,72
blocks06,f5,hlength,54
blocks07,f5,hlength,212
blocks08,f5,hlength,262
blocks09,f5,hlength,342
depot01,f5,hlength,23
gripper01,f5,hlength,19
gripper02,f5,hlength,99
miconic01,f5,hlength,4
miconic02,f5,hlength,7
miconic03,f5,hlength,12
miconic04,f5,hlength,16
miconic05,f5,hlength,20
movie01,f5,hlength,7
movie02,f5,hlength,7
movie03,f5,hlength,7
movie04,f5,hlength,7
movie05,f5,hlength,7
movie06,f5,hlength,7
movie07,f5,hlength,7
movie08,f5,hlength,7
movie09,f5,hlength,7
newspapers01,f5,hlength,6
newspapers02,f5,hlength,10
newspapers03,f5,hlength,14
openstacks01,f5,hlength,20
openstacks02,f5,hlength,24
openstacks03,f5,hlength,28
parcprinter01,f5,hlength,8
parcprinter02,f5,hlength,18
pegsol01,f5,hlength,5
pegsol02,f5,hlength,9
pegsol03,f5,hlength,9
pegsol04,f5,hlength,11
pegsol05,f5,hlength,13
pegsol06,f5,hlength,15
pegsol07,f5,hlength,16
pegsol08,f5,hlength,18
pegsol09,f5,hlength,16
psr-small01,f5,hlength,8
psr-small02,f5,hlength,14
psr-small03,f5,hlength,12
psr-small04,f5,hlength,40
psr-small05,f5,hlength,29
psr-small06,f5,hlength,16
psr-small07,f5,hlength,23
psr-small08,f5,hlength,14
psr-small09,f5,hlength,14
rovers02,f5,hlength,13
satellite01,f5,hlength,10
sokoban02,f5,hlength,39
sokoban03,f5,hlength,57
tpp01,f5,hlength,5
tpp02,f5,hlength,10
tpp03,f5,hlength,13
tpp04,f5,hlength,18
tpp05,f5,hlength,57
transport01,f5,hlength,11
transport02,f5,hlength,349
travel02,f5,hlength,4
travel03,f5,hlength,7
travel04,f5,hlength,7
travel05,f5,hlength,7
travel06,f5,hlength,4
travel08,f5,hlength,9
airport01,f5,hi,8
airport02,f5,hi,9
airport03,f5,hi,17
airport04,f5,hi,20
airport05,f5,hi,21
airport06,f5,hi,43
airport07,f5,hi,43
blocks01,f5,hi,6
blocks02,f5,hi,20
blocks03,f5,hi,6
blocks04,f5,hi,26
blocks05,f5,hi,14
blocks06,f5,hi,26
blocks07,f5,hi,12
blocks08,f5,hi,10
blocks09,f5,hi,34
depot01,f5,hi,26
depot02,f5,hi,49
gripper01,f5,hi,15
gripper02,f5,hi,21
logistics03,f5,hi,43
miconic01,f5,hi,4
miconic02,f5,hi,8
miconic03,f5,hi,11
miconic04,f5,hi,16
miconic05,f5,hi,20
movie01,f5,hi,7
movie02,f5,hi,7
movie03,f5,hi,7
movie04,f5,hi,7
